File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Cohort,Case,Type/CHW CHILLER 1,Reference Capacity/CHW CHILLER 1,Reference Efficiency/CHW CHILLER 1,Rated Capacity/CHW CHILLER 1,Rated Efficiency/CHW CHILLER 1,IPLV in SI Units/CHW CHILLER 1,Chiller Cooling Capacity,Occupied unmet heating hour,Occupied unmet cooling hour	,Value/Program Version and Build,Value/Weather File,Area/Conditioned Total,Electricity Intensity/HVAC,Natural Gas Intensity/HVAC,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Electricity:Facility [J](Hourly)
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XL 1871kW_6.49COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1871kW_6.49COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1871kW_6.49COP_Vanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19EX 4997kW_6.40COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19EX 4997kW_6.40COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19EX 4997kW_6.40COP_Vanes,Chiller:Electric:ReformulatedEIR,4997200.0,6.4,4890005.77,6.36,6.61,9323815.57,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:54",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,64.84,51.46,0.0,576.8,23792.96,0.0,29466.65,0.0,7853.93,33200.44,18622.37,0.0,0.0,0.0,0.0,0.0,42771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,271369296.39804983
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/NE-Chiller-WtrCldCentChlr-0.695-kwpton-0.44-IPLV/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,NE-Chiller-WtrCldCentChlr-0.695-kwpton-0.44-IPLV,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,NE-Chiller-WtrCldCentChlr-0.695-kwpton-0.44-IPLV,Chiller:Electric:ReformulatedEIR,30671.72,5.1,28377.01,5.09,7.67,30671.72,38.66,139.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 12:24",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,9.77,51.43,0.0,523.02,23792.96,0.0,29466.65,0.0,7964.83,326.53,267.74,0.0,0.0,0.0,0.0,0.0,42744.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,37630786.1472969
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19EX 5208kW_6.88COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19EX 5208kW_6.88COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19EX 5208kW_6.88COP_Vanes,Chiller:Electric:ReformulatedEIR,5208200.0,6.88,4470475.05,6.3,7.01,9128156.57,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:55",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,66.56,51.46,0.0,705.64,23792.96,0.0,29466.65,0.0,7853.92,34141.24,19148.72,0.0,0.0,0.0,0.0,0.0,42771.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,279769197.8906684
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19EX 5148kW_6.34COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19EX 5148kW_6.34COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19EX 5148kW_6.34COP_Vanes,Chiller:Electric:ReformulatedEIR,5148400.0,6.34,4525519.22,5.77,6.74,9006532.04,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:55",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,67.05,51.46,0.0,673.95,23792.96,0.0,29466.65,0.0,7853.92,34454.48,19324.59,0.0,0.0,0.0,0.0,0.0,42770.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,281391749.85603154
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19FA 5651kW_5.50COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19FA 5651kW_5.50COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19FA 5651kW_5.50COP_Vanes,Chiller:Electric:ReformulatedEIR,5651300.0,5.5,5492473.12,5.44,5.91,7223330.44,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:56",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,52.14,51.46,0.0,733.1,23792.96,0.0,29466.65,0.0,7853.93,25507.54,14353.36,0.0,0.0,0.0,0.0,0.0,42771.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,218791162.1647929
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19EX 4667kW_6.16COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19EX 4667kW_6.16COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19EX 4667kW_6.16COP_Vanes,Chiller:Electric:ReformulatedEIR,4666600.0,6.16,4558425.93,6.16,6.4,9340353.67,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:52",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,64.8,51.46,0.0,547.36,23792.96,0.0,29466.65,0.0,7853.93,33200.26,18617.37,0.0,0.0,0.0,0.0,0.0,42771.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,271102033.9844121
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XL 1779kW_6.18COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1779kW_6.18COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1779kW_6.18COP_Vanes,Chiller:Electric:ReformulatedEIR,1779400.0,6.18,1774023.66,6.23,6.28,2949149.82,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:39",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,29.72,51.46,0.0,947.33,23792.96,0.0,29466.65,0.0,7853.93,12033.11,6781.26,0.0,0.0,0.0,0.0,0.0,42771.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,124590276.64442208
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XL 2057kW_6.05COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XL 2057kW_6.05COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XL 2057kW_6.05COP_Vanes,Chiller:Electric:ReformulatedEIR,2057200.0,6.05,1825850.93,6.04,6.21,4175741.41,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:44",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,31.35,51.46,0.0,633.21,23792.96,0.0,29466.65,0.0,7853.93,13217.76,7426.41,0.0,0.0,0.0,0.0,0.0,42771.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,129671018.19317646
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XL 1797kW_5.69COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1797kW_5.69COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1797kW_5.69COP_Vanes,Chiller:Electric:ReformulatedEIR,1797000.0,5.69,1798096.04,5.7,4.62,3566144.68,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:41",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,31.44,51.46,0.0,876.29,23792.96,0.0,29466.65,0.0,7853.93,13091.91,7391.56,0.0,0.0,0.0,0.0,0.0,42771.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,131844482.8837073
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XL 1674kW_7.89COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1674kW_7.89COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XL 1674kW_7.89COP_Vanes,Chiller:Electric:ReformulatedEIR,1673900.0,7.89,1646547.25,5.79,5.98,3405947.31,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:36",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,30.06,51.46,0.0,700.67,23792.96,0.0,29466.65,0.0,7853.93,12430.82,6950.9,0.0,0.0,0.0,0.0,0.0,42771.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,124238678.08299312
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1284kW_6.20COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1284kW_6.20COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1284kW_6.20COP_Vanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1076kW_5.52COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1076kW_5.52COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1076kW_5.52COP_Vanes,Chiller:Electric:ReformulatedEIR,1076100.0,5.52,1123331.47,5.53,7.13,1423665.89,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:26",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.4,51.46,0.0,925.56,23792.96,0.0,29466.65,0.0,7853.93,6505.39,3671.56,0.0,0.0,0.0,0.0,0.0,42771.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,95837866.86684448
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1143kW_6.57COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1143kW_6.57COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1143kW_6.57COP_VSD,Chiller:Electric:ReformulatedEIR,1142900.0,6.57,943659.11,6.17,9.35,1449131.74,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:27",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.69,51.46,0.0,374.02,23792.96,0.0,29466.65,0.0,7853.93,7031.12,3963.34,0.0,0.0,0.0,0.0,0.0,42771.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,82301029.25961722
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1196kW_6.50COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1196kW_6.50COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1196kW_6.50COP_Vanes,Chiller:Electric:ReformulatedEIR,1195600.0,6.5,1173183.48,6.12,5.99,1628379.81,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:29",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,19.16,51.46,0.0,798.5,23792.96,0.0,29466.65,0.0,7853.93,5847.02,3300.83,0.0,0.0,0.0,0.0,0.0,42771.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,79277771.22414717
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1213kW_7.78COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1213kW_7.78COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1213kW_7.78COP_Vanes,Chiller:Electric:ReformulatedEIR,1213200.0,7.78,1052861.36,6.22,5.75,1743048.22,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:29",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.58,51.46,0.0,966.67,23792.96,0.0,29466.65,0.0,7853.93,6598.52,3706.94,0.0,0.0,0.0,0.0,0.0,42771.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,86954697.3626958
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1558kW_5.81COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1558kW_5.81COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1558kW_5.81COP_VSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1234kW_5.39COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1234kW_5.39COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1234kW_5.39COP_VSD,Chiller:Electric:ReformulatedEIR,1234300.0,5.39,1120241.0,5.3,8.16,1265654.77,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:29",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,17.86,51.46,0.0,432.38,23792.96,0.0,29466.65,0.0,7853.93,5308.84,2997.07,0.0,0.0,0.0,0.0,0.0,42771.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,69695138.70257771
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1157kW_5.62COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1157kW_5.62COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1157kW_5.62COP_VSD,Chiller:Electric:ReformulatedEIR,1156900.0,5.62,1187789.17,6.01,9.84,1310727.86,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:29",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,16.24,51.46,0.0,335.1,23792.96,0.0,29466.65,0.0,7853.93,4419.11,2485.14,0.0,0.0,0.0,0.0,0.0,42771.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,61045816.956093006
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1403kW_7.09COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1403kW_7.09COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1403kW_7.09COP_VSD,Chiller:Electric:ReformulatedEIR,1403100.0,7.09,1173068.56,5.83,7.85,1911177.26,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:32",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,18.86,51.46,0.0,491.25,23792.96,0.0,29466.65,0.0,7853.93,5880.15,3296.35,0.0,0.0,0.0,0.0,0.0,42771.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,75220704.55314744
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1586kW_5.53COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1586kW_5.53COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1586kW_5.53COP_VSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1259kW_6.26COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1259kW_6.26COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1259kW_6.26COP_Vanes,Chiller:Electric:ReformulatedEIR,1258900.0,6.26,1119690.07,5.85,5.67,1212512.35,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:30",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,18.19,51.46,0.0,817.67,23792.96,0.0,29466.65,0.0,7853.93,5257.79,2973.14,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,77285000.03713083
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1294kW_7.61COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1294kW_7.61COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1294kW_7.61COP_Vanes,Chiller:Electric:ReformulatedEIR,1294100.0,7.61,1093889.33,6.61,7.28,1789625.37,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:31",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.08,51.46,0.0,611.4,23792.96,0.0,29466.65,0.0,7853.93,6530.74,3661.54,0.0,0.0,0.0,0.0,0.0,42771.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,84199161.64758396
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1407kW_6.04COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1407kW_6.04COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1407kW_6.04COP_VSD,Chiller:Electric:ReformulatedEIR,1406600.0,6.04,1366802.45,5.86,8.91,2770865.49,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:33",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,26.13,51.46,0.0,354.83,23792.96,0.0,29466.65,0.0,7853.93,10273.41,5795.73,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,104985285.57403217
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1758kW_5.86COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1758kW_5.86COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1758kW_5.86COP_VSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1410kW_8.54COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1410kW_8.54COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1410kW_8.54COP_VSD,Chiller:Electric:ReformulatedEIR,1410100.0,8.54,1343391.99,6.43,6.32,1958343.83,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:33",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,22.57,51.46,0.0,547.39,23792.96,0.0,29466.65,0.0,7853.93,8060.99,4514.2,0.0,0.0,0.0,0.0,0.0,42771.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,93726166.57186076
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1350kW_7.90COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1350kW_7.90COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1350kW_7.90COP_VSD,Chiller:Electric:ReformulatedEIR,1350400.0,7.9,1297607.21,6.28,8.41,1788198.27,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:32",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,21.31,51.46,0.0,479.69,23792.96,0.0,29466.65,0.0,7853.92,7350.76,4119.85,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,80904534.81711113
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1635kW_6.36COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1635kW_6.36COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1635kW_6.36COP_Vanes,Chiller:Electric:ReformulatedEIR,1635200.0,6.36,1418166.31,6.0,5.94,1609068.42,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:35",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,21.11,51.46,0.0,974.89,23792.96,0.0,29466.65,0.0,7853.93,6887.43,3895.76,0.0,0.0,0.0,0.0,0.0,42771.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,89326142.3806571
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1776kW_8.00COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1776kW_8.00COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1776kW_8.00COP_Vanes,Chiller:Electric:ReformulatedEIR,1775900.0,8.0,1445881.21,6.35,6.0,2725457.31,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:39",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,25.81,51.46,0.0,1129.96,23792.96,0.0,29466.65,0.0,7853.93,9608.89,5390.41,0.0,0.0,0.0,0.0,0.0,42771.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,108443496.94912028
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1727kW_9.04COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1727kW_9.04COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1727kW_9.04COP_Vanes,Chiller:Electric:ReformulatedEIR,1726600.0,9.04,1314399.17,5.93,5.78,2160030.52,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:36",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,25.92,51.46,0.0,846.41,23792.96,0.0,29466.65,0.0,7853.93,9865.04,5524.14,0.0,0.0,0.0,0.0,0.0,42771.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,108522227.53110039
