File Name,BldgLoc,BldgType,Story,BldgHVAC,BldgVint,TechGroup,TechType,TechID,Cohort,Case,Type/CHW CHILLER 1,Reference Capacity/CHW CHILLER 1,Reference Efficiency/CHW CHILLER 1,Rated Capacity/CHW CHILLER 1,Rated Efficiency/CHW CHILLER 1,IPLV in SI Units/CHW CHILLER 1,Chiller Cooling Capacity,Occupied unmet heating hour,Occupied unmet cooling hour	,Value/Program Version and Build,Value/Weather File,Area/Conditioned Total,Electricity Intensity/HVAC,Natural Gas Intensity/HVAC,Electricity/Heating,Electricity/Cooling,Electricity/Interior Lighting,Electricity/Exterior Lighting,Electricity/Interior Equipment,Electricity/Exterior Equipment,Electricity/Fans,Electricity/Pumps,Electricity/Heat Rejection,Electricity/Humidification,Electricity/Heat Recovery,Electricity/Water Systems,Electricity/Refrigeration,Electricity/Generators,Natural Gas/Heating,Natural Gas/Cooling,Natural Gas/Interior Lighting,Natural Gas/Exterior Lighting,Natural Gas/Interior Equipment,Natural Gas/Exterior Equipment,Natural Gas/Fans,Natural Gas/Pumps,Natural Gas/Heat Rejection,Natural Gas/Humidification,Natural Gas/Heat Recovery,Natural Gas/Water Systems,Natural Gas/Refrigeration,Natural Gas/Generators,Electricity:Facility [J](Hourly)
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1656kW_8.24COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1656kW_8.24COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1656kW_8.24COP_VSD,Chiller:Electric:ReformulatedEIR,1656300.0,8.24,1295674.39,7.25,6.06,2577417.77,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:35",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,23.92,51.46,0.0,879.84,23792.96,0.0,29466.65,0.0,7853.93,8650.61,4847.52,0.0,0.0,0.0,0.0,0.0,42770.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,106647377.27093773
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1801kW_6.34COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1801kW_6.34COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1801kW_6.34COP_VSD,Chiller:Electric:ReformulatedEIR,1800500.0,6.34,1785883.68,5.91,7.5,2426734.13,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:41",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,23.72,51.46,0.0,557.38,23792.96,0.0,29466.65,0.0,7853.93,8721.23,4906.86,0.0,0.0,0.0,0.0,0.0,42771.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,96482614.01502487
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 897kW_6.23COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 897kW_6.23COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 897kW_6.23COP_VSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 1723kW_8.32COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1723kW_8.32COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 1723kW_8.32COP_VSD,Chiller:Electric:ReformulatedEIR,1723100.0,8.32,1561534.57,6.88,8.02,2448596.77,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:36",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,25.22,51.46,0.0,750.81,23792.96,0.0,29466.65,0.0,7853.93,9515.71,5313.73,0.0,0.0,0.0,0.0,0.0,42771.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,107243149.7383834
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 742kW_5.42COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 742kW_5.42COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 742kW_5.42COP_VSD,Chiller:Electric:ReformulatedEIR,742000.0,5.42,764122.77,5.95,6.65,835143.53,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:22",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,13.66,51.46,0.0,530.88,23792.96,0.0,29466.65,0.0,7853.92,2758.37,1546.3,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,55350842.669891074
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 897kW_7.23COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 897kW_7.23COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 897kW_7.23COP_VSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 2391kW_6.77COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 2391kW_6.77COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 2391kW_6.77COP_Vanes,Chiller:Electric:ReformulatedEIR,2391300.0,6.77,2345709.71,6.47,6.12,3260661.1,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:47",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,28.82,51.46,0.0,934.14,23792.96,0.0,29466.65,0.0,7853.93,11517.37,6478.76,0.0,0.0,0.0,0.0,0.0,42770.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,121316859.60440502
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 2391kW_6.44COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 2391kW_6.44COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 2391kW_6.44COP_VSD,Chiller:Electric:ReformulatedEIR,2391300.0,6.44,2346011.28,6.16,7.79,3260241.95,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:47",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,28.4,51.46,0.0,545.23,23792.96,0.0,29466.65,0.0,7853.93,11517.34,6471.19,0.0,0.0,0.0,0.0,0.0,42771.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,116322717.21399781
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 869kW_5.57COP_VSD/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 869kW_5.57COP_VSD,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 869kW_5.57COP_VSD,Chiller:Electric:ReformulatedEIR,868600.0,5.57,786889.5,5.4,7.8,849791.11,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:23",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,15.01,51.46,0.0,454.86,23792.96,0.0,29466.65,0.0,7853.93,3603.89,2035.54,0.0,0.0,0.0,0.0,0.0,42771.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,58145310.50076335
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 1108kW_6.92COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 1108kW_6.92COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 1108kW_6.92COP_Valve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 823kW_6.28COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 823kW_6.28COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 823kW_6.28COP_Vanes,Chiller:Electric:ReformulatedEIR,822900.0,6.28,856043.33,6.35,5.63,1428586.85,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:23",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,21.27,51.46,0.0,1715.98,23792.96,0.0,29466.65,0.0,7853.93,6510.02,3687.16,0.0,0.0,0.0,0.0,0.0,42771.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,97444081.90499426
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 19XR 897kW_6.50COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 19XR 897kW_6.50COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 19XR 897kW_6.50COP_Vanes,Chiller:Electric:ReformulatedEIR,896700.0,6.5,761600.54,5.85,5.02,3724932.25,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:23",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,19.73,51.46,0.0,973.65,23792.96,0.0,29466.65,0.0,7853.93,6077.38,3433.58,0.0,0.0,0.0,0.0,0.0,42771.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,84612686.31333835
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 1062kW_5.50COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 1062kW_5.50COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 1062kW_5.50COP_Valve,Chiller:Electric:ReformulatedEIR,1062000.0,5.5,1053737.29,5.43,5.98,2110434.83,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:32",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,22.49,51.46,0.0,854.82,23792.96,0.0,29466.65,0.0,7853.93,7785.11,4405.76,0.0,0.0,0.0,0.0,0.0,42770.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,93926066.02095702
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 686kW_5.91COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 686kW_5.91COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 686kW_5.91COP_Valve,Chiller:Electric:ReformulatedEIR,685700.0,5.91,703990.67,5.82,6.21,2594277.1,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:48",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,16.87,51.46,0.0,773.81,23792.96,0.0,29466.65,0.0,7853.93,4503.98,2544.32,0.0,0.0,0.0,0.0,0.0,42771.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,69155370.11499017
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 724kW_6.04COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 724kW_6.04COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 724kW_6.04COP_Vanes,Chiller:Electric:ReformulatedEIR,724400.0,6.04,762331.16,6.57,6.23,805822.39,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:22",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,14.12,51.46,0.0,956.33,23792.96,0.0,29466.65,0.0,7853.93,2758.41,1551.76,0.0,0.0,0.0,0.0,0.0,42771.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,58902574.40150633
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 1196kW_6.39COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 1196kW_6.39COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 1196kW_6.39COP_Valve,Chiller:Electric:ReformulatedEIR,1195600.0,6.39,1194310.15,6.0,6.25,1705559.35,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:26",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,18.95,51.46,0.0,570.88,23792.96,0.0,29466.65,0.0,7853.93,5872.61,3311.07,0.0,0.0,0.0,0.0,0.0,42771.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,76636004.76603478
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 1030kW_8.58COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 1030kW_8.58COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 1030kW_8.58COP_Vanes,Chiller:Electric:ReformulatedEIR,1030300.0,8.58,705148.03,6.86,6.63,1621197.09,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:25",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,18.27,51.46,0.0,1709.75,23792.96,0.0,29466.65,0.0,7853.93,4734.85,2675.37,0.0,0.0,0.0,0.0,0.0,42771.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,84361237.1216947
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 830kW_6.97COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 830kW_6.97COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 830kW_6.97COP_Valve,Chiller:Electric:ReformulatedEIR,829900.0,6.97,842198.54,7.23,6.78,1464250.81,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:42",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,20.26,51.46,0.0,785.17,23792.96,0.0,29466.65,0.0,7853.93,6509.93,3673.83,0.0,0.0,0.0,0.0,0.0,42771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,82571199.89838593
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 865kW_6.05COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 865kW_6.05COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 865kW_6.05COP_Valve,Chiller:Electric:ReformulatedEIR,865100.0,6.05,883823.05,5.76,7.49,1711704.86,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:38",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,19.28,51.46,0.0,683.84,23792.96,0.0,29466.65,0.0,7853.93,5990.48,3384.72,0.0,0.0,0.0,0.0,0.0,42771.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,79115722.85154691
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 862kW_6.11COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 862kW_6.11COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 862kW_6.11COP_Valve,Chiller:Electric:ReformulatedEIR,861500.0,6.11,852643.36,6.07,6.77,3196073.07,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:40",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,19.27,51.46,0.0,811.7,23792.96,0.0,29466.65,0.0,7853.93,5906.26,3334.92,0.0,0.0,0.0,0.0,0.0,42771.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,79185636.6915472
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 1635kW_7.47COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 1635kW_7.47COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 1635kW_7.47COP_Vanes,Chiller:Electric:ReformulatedEIR,1635200.0,7.47,1075047.57,5.44,5.65,2867373.83,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:35",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,25.16,51.46,0.0,1323.97,23792.96,0.0,29466.65,0.0,7853.93,9095.19,5108.32,0.0,0.0,0.0,0.0,0.0,42771.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,110001194.54324092
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 1104kW_8.00COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 1104kW_8.00COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 1104kW_8.00COP_Vanes,Chiller:Electric:ReformulatedEIR,1104200.0,8.0,735833.42,6.65,6.35,1592187.85,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:27",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,17.46,51.46,0.0,1767.49,23792.96,0.0,29466.65,0.0,7853.93,4221.16,2384.82,0.0,0.0,0.0,0.0,0.0,42771.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,82223505.63232544
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller Carrier 23XL 862kW_6.84COP_Valve/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller Carrier 23XL 862kW_6.84COP_Valve,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller Carrier 23XL 862kW_6.84COP_Valve,Chiller:Electric:ReformulatedEIR,861500.0,6.84,850247.83,6.07,6.81,3205078.97,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:39",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,18.95,51.46,0.0,514.66,23792.96,0.0,29466.65,0.0,7853.92,5906.2,3330.19,0.0,0.0,0.0,0.0,0.0,42771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,75710929.91600463
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 1231kW_6.18COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 1231kW_6.18COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 1231kW_6.18COP_Vanes,Chiller:Electric:ReformulatedEIR,1230800.0,6.18,1240074.11,5.88,5.64,1635724.57,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:29",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,21.55,51.46,0.0,1206.6,23792.96,0.0,29466.65,0.0,7853.93,7008.69,3959.97,0.0,0.0,0.0,0.0,0.0,42771.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,93448818.9476496
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 1895kW_6.42COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 1895kW_6.42COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 1895kW_6.42COP_Vanes,Chiller:Electric:ReformulatedEIR,1895400.0,6.42,1570412.6,5.71,6.53,3920800.38,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:42",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,30.86,51.46,0.0,1501.17,23792.96,0.0,29466.65,0.0,7853.93,12359.5,6960.86,0.0,0.0,0.0,0.0,0.0,42771.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,136746091.43488818
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 1934kW_6.01COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 1934kW_6.01COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 1934kW_6.01COP_Vanes,Chiller:Electric:ReformulatedEIR,1934100.0,6.01,1693546.43,4.85,5.46,2563792.8,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:42",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,29.19,51.46,0.0,2240.77,23792.96,0.0,29466.65,0.0,7853.93,10880.57,6151.27,0.0,0.0,0.0,0.0,0.0,42771.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,131512457.74293864
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 703kW_7.03COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 703kW_7.03COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 703kW_7.03COP_Vanes,Chiller:Electric:ReformulatedEIR,703300.0,7.03,706127.93,6.61,8.03,938115.97,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:22",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,17.31,51.46,0.0,1912.29,23792.96,0.0,29466.65,0.0,7853.93,4031.09,2289.14,0.0,0.0,0.0,0.0,0.0,42771.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,73721893.60323438
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PFH 1407kW_6.60COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PFH 1407kW_6.60COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PFH 1407kW_6.60COP_Vanes,Chiller:Electric:ReformulatedEIR,1406600.0,6.6,1333349.6,6.12,5.74,1987826.99,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:33",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,22.76,51.46,0.0,876.79,23792.96,0.0,29466.65,0.0,7853.93,7944.57,4474.77,0.0,0.0,0.0,0.0,0.0,42771.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,99736450.25953469
runs/CZ01/OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr/ReformEIRChiller McQuay PEH 819kW_8.11COP_Vanes/instance-out.sql,CZ01,OfS,0,cAVVG,Ex,Chiller,WtrCldCentChlr,ReformEIRChiller McQuay PEH 819kW_8.11COP_Vanes,OfS&0&cAVVG&Ex&Chiller__WtrCldCentChlr,ReformEIRChiller McQuay PEH 819kW_8.11COP_Vanes,Chiller:Electric:ReformulatedEIR,819300.0,8.11,648122.46,5.24,5.73,1379804.71,38.66,86.84,"EnergyPlus, Version 22.2.0-c249759bad, YMD=2025.08.25 14:23",CA_EUREKA - USA Custom-725940 WMO#=725940,929.25,19.03,51.46,0.0,1623.4,23792.96,0.0,29466.65,0.0,7853.93,5247.2,2960.57,0.0,0.0,0.0,0.0,0.0,42771.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5049.17,0.0,0.0,87948736.57858306
