File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,222996.18,11042.94,1043.62,14740.46,0.0,73945.06,0.0,1956.26,0.0,0.0,0.0,0.0,120267.85,0.0,0.0,11042.94,1043.62,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,222447.81,10575.64,962.53,14740.46,0.0,73945.06,0.0,1956.26,0.0,0.0,0.0,0.0,120267.85,0.0,0.0,10575.64,962.53,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,214848.49000000002,4409.46,755.47,14740.46,0.0,73945.06,0.0,723.92,0.0,0.0,0.0,0.0,120274.12,0.0,0.0,4409.46,755.47,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,214705.64,4314.97,707.11,14740.46,0.0,73945.06,0.0,723.92,0.0,0.0,0.0,0.0,120274.12,0.0,0.0,4314.97,707.11,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,214646.68,4274.27,688.86,14740.46,0.0,73945.06,0.0,723.92,0.0,0.0,0.0,0.0,120274.12,0.0,0.0,4274.27,688.86,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/Pre-RE-HV-RoomAC-9.0E-ERheat/instance-out.sql,231517.38,25853.02,8943.89,14740.46,0.0,73945.06,0.0,837.21,0.0,0.0,0.0,0.0,107197.73,0.0,0.0,25853.02,8943.89,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/Std-RE-HV-RoomAC-9.8E-ERheat/instance-out.sql,230800.63,25853.02,8227.14,14740.46,0.0,73945.06,0.0,837.21,0.0,0.0,0.0,0.0,107197.73,0.0,0.0,25853.02,8227.14,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,224514.93,17166.21,6738.17,14740.46,0.0,73945.06,0.0,4718.95,0.0,0.0,0.0,0.0,107206.07,0.0,0.0,17166.21,6738.17,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,223133.96000000002,16308.75,6214.65,14740.46,0.0,73945.06,0.0,4718.95,0.0,0.0,0.0,0.0,107206.07,0.0,0.0,16308.75,6214.65,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,211539.53999999998,8560.61,5248.05,14740.46,0.0,73945.06,0.0,1825.18,0.0,0.0,0.0,0.0,107220.17,0.0,0.0,8560.61,5248.05,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,211030.89,8378.14,4921.87,14740.46,0.0,73945.06,0.0,1825.18,0.0,0.0,0.0,0.0,107220.17,0.0,0.0,8378.14,4921.87,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,210829.21,8299.53,4798.8,14740.46,0.0,73945.06,0.0,1825.18,0.0,0.0,0.0,0.0,107220.17,0.0,0.0,8299.53,4798.80,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/Pre-RE-HV-RoomAC-9.0E-ERheat/instance-out.sql,226111.15000000002,18643.51,10631.4,14740.46,0.0,73945.06,0.0,758.18,0.0,0.0,0.0,0.0,107392.55,0.0,0.0,18643.51,10631.40,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/Std-RE-HV-RoomAC-9.8E-ERheat/instance-out.sql,225259.16,18643.51,9779.4,14740.46,0.0,73945.06,0.0,758.18,0.0,0.0,0.0,0.0,107392.55,0.0,0.0,18643.51,9779.40,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,220132.1,11774.6,7990.86,14740.46,0.0,73945.06,0.0,4289.95,0.0,0.0,0.0,0.0,107391.16,0.0,0.0,11774.60,7990.86,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,218774.16,11037.5,7370.01,14740.46,0.0,73945.06,0.0,4289.95,0.0,0.0,0.0,0.0,107391.16,0.0,0.0,11037.50,7370.01,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,211238.25,7391.48,5964.74,14740.46,0.0,73945.06,0.0,1788.95,0.0,0.0,0.0,0.0,107407.55,0.0,0.0,7391.48,5964.74,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,210718.31,7233.11,5603.17,14740.46,0.0,73945.06,0.0,1788.95,0.0,0.0,0.0,0.0,107407.55,0.0,0.0,7233.11,5603.17,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,210513.66,7164.88,5466.75,14740.46,0.0,73945.06,0.0,1788.95,0.0,0.0,0.0,0.0,107407.55,0.0,0.0,7164.88,5466.75,0.00,0.00,59678.04,14267.02
