File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,43.92,559498.58,137.82,1755637.04
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,43.68,556479.67,137.03,1745526.42
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,43.35,552173.68,135.89,1731105.60
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,49.70,633155.53,157.35,2004398.87
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,49.41,629363.22,156.35,1991704.99
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,48.98,623950.78,154.93,1973588.38
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,47.39,603628.86,150.06,1911582.31
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,47.10,600008.17,149.11,1899475.04
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,46.70,594840.79,147.76,1882196.01
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,50.72,646155.72,161.38,2055698.50
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,50.42,642224.74,160.34,2042561.41
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,49.98,636614.26,158.87,2023811.32
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,47.61,606460.27,151.04,1924070.56
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,47.33,602858.13,150.10,1912034.69
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,46.92,597716.06,148.75,1894853.40
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,50.26,640185.63,160.13,2039770.83
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,49.95,636337.84,159.12,2026919.17
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,49.52,630845.24,157.68,2008573.83
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,50.84,647583.15,162.09,2064789.89
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,50.54,643748.46,161.08,2051982.02
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,50.11,638273.04,159.65,2033694.12
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,52.96,674666.57,169.19,2155258.62
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,52.64,670598.20,168.12,2141670.03
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,52.19,664790.25,166.60,2122271.13
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,54.66,696347.01,174.90,2227972.06
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,54.33,692104.84,173.79,2213802.84
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,53.86,686048.24,172.20,2193573.29
CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,56.92,725027.90,182.40,2323577.83
CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,56.57,720640.74,181.25,2308922.73
CZ10/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,56.08,714376.76,179.61,2287998.21
CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,59.21,754263.65,188.74,2404313.61
CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,58.87,749859.99,187.59,2389567.60
CZ11/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,58.37,743568.21,185.93,2368500.31
CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,55.01,700809.80,174.97,2228901.26
CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,54.70,696792.00,173.92,2215455.00
CZ12/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,54.25,691057.66,172.41,2196264.76
CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,59.80,761738.09,191.46,2438886.03
CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,59.45,757368.07,190.31,2424264.80
CZ13/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,58.96,751129.07,188.67,2403390.99
CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,63.81,812863.88,205.42,2616767.12
CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,63.43,807976.69,204.14,2600435.62
CZ14/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,62.88,800994.55,202.31,2577103.66
CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,68.58,873585.91,221.69,2824040.32
CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,68.19,868649.05,220.40,2807551.16
CZ15/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,67.64,861600.94,218.55,2784010.44
CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,60.10,765524.58,190.90,2431814.33
CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,59.72,760793.19,189.66,2415962.49
CZ16/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,59.19,754040.28,187.88,2393338.57

File Name,Total (kWh),Heating (kWh),Cooling (kWh),Interior Lighting (kWh),Exterior Lighting (kWh),Interior Equipment (kWh),Exterior Equipment (kWh),Fans (kWh),Pumps (kWh),Heat Rejection (kWh),Humidification (kWh),Heat Recovery (kWh),Water Systems (kWh),Refrigeration (kWh),Generators (kWh),Heating Elec (kWh),Cooling Elec (kWh),Heating NG (kWh),Cooling NG (kWh),Interior Equipment Elec (kWh),Interior Equipment NG (kWh)
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,559498.58,11718.41,19483.27,125660.91,0.0,205535.02000000002,0.0,178166.89,3.36,0.0,0.0,0.0,18930.72,0.0,0.0,7317.13,19483.27,4401.28,0.00,179548.13,25986.89
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,556479.67,11929.619999999999,19462.88,125660.91,0.0,205535.02000000002,0.0,174957.16,3.36,0.0,0.0,0.0,18930.72,0.0,0.0,7516.37,19462.88,4413.25,0.00,179548.13,25986.89
CZ01/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,552173.68,12238.19,19433.7,125660.91,0.0,205535.02000000002,0.0,170371.78,3.36,0.0,0.0,0.0,18930.72,0.0,0.0,7808.01,19433.70,4430.18,0.00,179548.13,25986.89
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,633155.53,9189.76,68147.97,125660.91,0.0,205535.02000000002,0.0,206710.92,3.36,0.0,0.0,0.0,17907.6,0.0,0.0,4963.62,68147.97,4226.14,0.00,179548.13,25986.89
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,629363.22,9323.849999999999,67894.51,125660.91,0.0,205535.02000000002,0.0,203037.97,3.36,0.0,0.0,0.0,17907.6,0.0,0.0,5085.69,67894.51,4238.16,0.00,179548.13,25986.89
CZ02/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,623950.78,9519.02,67533.99,125660.91,0.0,205535.02000000002,0.0,197790.88,3.36,0.0,0.0,0.0,17907.6,0.0,0.0,5263.83,67533.99,4255.19,0.00,179548.13,25986.89
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,603628.87,3691.08,50407.63,125660.91,0.0,205535.02000000002,0.0,200473.35,3.36,0.0,0.0,0.0,17857.51,0.0,0.0,1945.38,50407.63,1745.70,0.00,179548.13,25986.89
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,600008.18,3767.96,50266.02,125660.91,0.0,205535.02000000002,0.0,196917.37,3.36,0.0,0.0,0.0,17857.53,0.0,0.0,2016.11,50266.02,1751.85,0.00,179548.13,25986.89
CZ03/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,594840.79,3881.5199999999995,50065.08,125660.91,0.0,205535.02000000002,0.0,191837.36,3.36,0.0,0.0,0.0,17857.53,0.0,0.0,2120.97,50065.08,1760.55,0.00,179548.13,25986.89
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,646155.71,2909.08,84436.56,125660.91,0.0,205535.02000000002,0.0,210146.94,3.36,0.0,0.0,0.0,17463.85,0.0,0.0,1675.30,84436.56,1233.78,0.00,179548.13,25986.89
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,642224.74,2976.33,84147.03,125660.91,0.0,205535.02000000002,0.0,206438.24,3.36,0.0,0.0,0.0,17463.85,0.0,0.0,1739.23,84147.03,1237.10,0.00,179548.13,25986.89
CZ04/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,636614.26,3076.17,83734.89,125660.91,0.0,205535.02000000002,0.0,201140.06,3.36,0.0,0.0,0.0,17463.85,0.0,0.0,1834.24,83734.89,1241.93,0.00,179548.13,25986.89
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,606460.27,2130.04,59347.5,125660.91,0.0,205535.02000000002,0.0,195925.55,3.36,0.0,0.0,0.0,17857.89,0.0,0.0,1706.72,59347.50,423.32,0.00,179548.13,25986.89
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,602858.13,2189.49,59149.73,125660.91,0.0,205535.02000000002,0.0,192461.72,3.36,0.0,0.0,0.0,17857.9,0.0,0.0,1764.12,59149.73,425.37,0.00,179548.13,25986.89
CZ05/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,597716.0499999999,2276.94,58868.62,125660.91,0.0,205535.02000000002,0.0,187513.34,3.36,0.0,0.0,0.0,17857.87,0.0,0.0,1848.59,58868.62,428.35,0.00,179548.13,25986.89
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,640185.64,84.0,88292.71,125660.91,0.0,205535.02000000002,0.0,203663.66,3.36,0.0,0.0,0.0,16945.97,0.0,0.0,82.19,88292.71,1.81,0.00,179548.13,25986.89
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,636337.8400000001,90.78999999999999,87991.61,125660.91,0.0,205535.02000000002,0.0,200110.18,3.36,0.0,0.0,0.0,16945.97,0.0,0.0,88.97,87991.61,1.82,0.00,179548.13,25986.89
CZ06/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,630845.24,101.36,87564.87,125660.91,0.0,205535.02000000002,0.0,195033.75,3.36,0.0,0.0,0.0,16945.97,0.0,0.0,99.52,87564.87,1.84,0.00,179548.13,25986.89
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,647583.15,72.17,98819.67,125660.91,0.0,205535.02000000002,0.0,200680.04,3.36,0.0,0.0,0.0,16811.99,0.0,0.0,72.17,98819.67,0.00,0.00,179548.13,25986.89
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,643748.46,77.68,98489.24,125660.91,0.0,205535.02000000002,0.0,197170.26,3.36,0.0,0.0,0.0,16811.99,0.0,0.0,77.68,98489.24,0.00,0.00,179548.13,25986.89
CZ07/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,638273.04,85.95,98019.56,125660.91,0.0,205535.02000000002,0.0,192156.25,3.36,0.0,0.0,0.0,16811.99,0.0,0.0,85.95,98019.56,0.00,0.00,179548.13,25986.89
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,674666.58,215.71,115340.75,125660.91,0.0,205535.02000000002,0.0,211117.49,3.36,0.0,0.0,0.0,16793.34,0.0,0.0,201.47,115340.75,14.24,0.00,179548.13,25986.89
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,670598.2,227.70000000000002,114947.86,125660.91,0.0,205535.02000000002,0.0,207430.0,3.36,0.0,0.0,0.0,16793.34,0.0,0.0,213.36,114947.86,14.34,0.00,179548.13,25986.89
CZ08/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,664790.25,246.05,114389.43,125660.91,0.0,205535.02000000002,0.0,202162.13,3.36,0.0,0.0,0.0,16793.33,0.0,0.0,231.56,114389.43,14.49,0.00,179548.13,25986.89
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-VBelt-Std/instance-out.sql,696347.01,161.41,129355.2,125660.91,0.0,205535.02000000002,0.0,218980.0,3.36,0.0,0.0,0.0,16651.1,0.0,0.0,136.10,129355.20,25.31,0.00,179548.13,25986.89
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-CoggedVBelt-Msr/instance-out.sql,692104.84,170.99,128910.83,125660.91,0.0,205535.02000000002,0.0,215172.62,3.36,0.0,0.0,0.0,16651.1,0.0,0.0,145.52,128910.83,25.47,0.00,179548.13,25986.89
CZ09/Htl&0&rDXHP&Ex&HV_AirDist__SupFanMtr/NE-HVAC-FanBelt-SynchVBelt-Msr/instance-out.sql,686048.24,185.41,128278.96,125660.91,0.0,205535.02000000002,0.0,209733.48,3.36,0.0,0.0,0.0,16651.1,0.0,0.0,159.71,128278.96,25.70,0.00,179548.13,25986.89
