File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,51.92,266728.14,99.89,513176.18
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,51.83,266271.64,99.61,511730.46
CZ11/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,51.76,265890.08,99.38,510522.05
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,50.56,259739.11,95.58,491027.48
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,50.27,258265.92,94.68,486361.91
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,49.48,254163.63,92.15,473386.21
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,49.38,253681.29,91.85,471858.64
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,49.33,253426.69,91.69,471052.33
CZ12/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,49.29,253214.48,91.56,470380.25
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,56.88,292181.46,115.94,595588.04
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,56.17,288548.88,113.70,584083.66
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,54.10,277912.91,107.15,550448.52
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,53.84,276559.54,106.32,546162.37
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,53.71,275940.36,105.93,544201.44
CZ13/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,53.61,275423.49,105.62,542564.51
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,53.56,275136.08,105.55,542243.17
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,53.08,272672.95,104.03,534442.45
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,51.72,265694.75,99.74,512361.66
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,51.56,264866.66,99.23,509739.10
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,51.48,264441.23,98.96,508391.79
CZ14/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,51.41,264086.31,98.74,507267.75
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,60.17,309108.03,127.54,655205.05
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,59.17,303970.76,124.38,638935.33
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,56.13,288342.33,114.75,589511.83
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,55.68,286031.46,113.33,582193.30
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,55.51,285166.35,112.80,579453.50
CZ15/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,55.37,284438.49,112.35,577148.36
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,52.40,269162.35,100.32,515341.97
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,52.10,267656.56,99.39,510573.14
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,51.18,262913.38,96.46,495552.66
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,51.11,262569.07,96.25,494462.25
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,51.06,262303.32,96.09,493620.60
CZ16/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,51.02,262084.14,95.95,492926.47

File Name,Total (kWh),Heating (kWh),Cooling (kWh),Interior Lighting (kWh),Exterior Lighting (kWh),Interior Equipment (kWh),Exterior Equipment (kWh),Fans (kWh),Pumps (kWh),Heat Rejection (kWh),Humidification (kWh),Heat Recovery (kWh),Water Systems (kWh),Refrigeration (kWh),Generators (kWh),Heating Elec (kWh),Cooling Elec (kWh),Heating NG (kWh),Cooling NG (kWh),Interior Equipment Elec (kWh),Interior Equipment NG (kWh)
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,249542.91,8363.42,1092.55,14740.46,0.0,73945.06,0.0,1362.18,0.0,0.0,0.0,0.0,150039.23,0.0,0.0,8363.42,1092.55,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,249135.41,8043.99,1004.49,14740.46,0.0,73945.06,0.0,1362.18,0.0,0.0,0.0,0.0,150039.23,0.0,0.0,8043.99,1004.49,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,248060.17,7799.24,887.22,14740.46,0.0,73945.06,0.0,647.7,0.0,0.0,0.0,0.0,150040.48,0.0,0.0,7799.24,887.22,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,247998.67,7779.8,845.16,14740.46,0.0,73945.06,0.0,647.7,0.0,0.0,0.0,0.0,150040.48,0.0,0.0,7779.80,845.16,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,247926.48,7722.6,830.17,14740.46,0.0,73945.06,0.0,647.7,0.0,0.0,0.0,0.0,150040.48,0.0,0.0,7722.60,830.17,0.00,0.00,59678.04,14267.02
CZ01/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,247867.36000000002,7676.17,817.48,14740.46,0.0,73945.06,0.0,647.7,0.0,0.0,0.0,0.0,150040.48,0.0,0.0,7676.17,817.48,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,255841.97999999998,11685.25,5755.4,14740.46,0.0,73945.06,0.0,3291.65,0.0,0.0,0.0,0.0,146424.17,0.0,0.0,11685.25,5755.40,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,254781.38,11088.56,5291.49,14740.46,0.0,73945.06,0.0,3291.65,0.0,0.0,0.0,0.0,146424.17,0.0,0.0,11088.56,5291.49,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,251945.58000000002,10679.43,4626.76,14740.46,0.0,73945.06,0.0,1534.04,0.0,0.0,0.0,0.0,146419.83,0.0,0.0,10679.43,4626.76,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,251690.14,10643.26,4407.48,14740.46,0.0,73945.06,0.0,1534.04,0.0,0.0,0.0,0.0,146419.83,0.0,0.0,10643.26,4407.48,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,251505.35,10536.81,4329.14,14740.46,0.0,73945.06,0.0,1534.04,0.0,0.0,0.0,0.0,146419.83,0.0,0.0,10536.81,4329.14,0.00,0.00,59678.04,14267.02
CZ02/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,251352.8,10450.41,4262.99,14740.46,0.0,73945.06,0.0,1534.04,0.0,0.0,0.0,0.0,146419.83,0.0,0.0,10450.41,4262.99,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-12.5-SEER2-6.4-HSPF2/instance-out.sql,258043.15000000002,10864.15,7482.92,14740.46,0.0,73945.06,0.0,4020.71,0.0,0.0,0.0,0.0,146989.86,0.0,0.0,10864.15,7482.92,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,256767.13,10191.28,6879.76,14740.46,0.0,73945.06,0.0,4020.71,0.0,0.0,0.0,0.0,146989.86,0.0,0.0,10191.28,6879.76,0.00,0.00,59678.04,14267.02
CZ03/MFm&0&rDXHP&Ex&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,253198.47999999998,9668.76,5977.31,14740.46,0.0,73945.06,0.0,1881.35,0.0,0.0,0.0,0.0,146985.52,0.0,0.0,9668.76,5977.31,0.00,0.00,59678.04,14267.02
