File Name,Net Site EUI (kWh/m2),Net Site Energy (kWh),Net Source EUI (kWh/m2),Net Source Energy (kWh)
CZ05/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,37.97,33833.49,84.31,75133.21
CZ05/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,37.94,33809.48,84.23,75057.15
CZ05/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,37.92,33789.68,84.16,74994.43
CZ06/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,32.27,24817.04,64.41,49542.14
CZ06/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,32.08,24670.89,63.81,49080.02
CZ06/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,32.06,24654.55,63.75,49028.26
CZ06/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,32.04,24646.10,63.71,49001.49
CZ06/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,32.04,24639.07,63.68,48979.22
CZ06/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,38.08,33933.83,85.24,75959.46
CZ06/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,37.60,33510.70,83.73,74619.27
CZ06/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,37.55,33462.83,83.56,74467.68
CZ06/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,37.52,33437.44,83.47,74387.27
CZ06/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,37.50,33416.31,83.40,74320.35
CZ07/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,32.00,24611.12,63.64,48943.89
CZ07/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,31.87,24512.02,63.23,48629.63
CZ07/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,31.85,24499.15,63.17,48588.90
CZ07/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,31.84,24492.37,63.15,48567.40
CZ07/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,31.84,24486.75,63.12,48549.63
CZ07/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,37.43,33352.60,83.24,74180.22
CZ07/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,37.12,33078.07,82.27,73310.58
CZ07/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,37.08,33042.48,82.14,73197.87
CZ07/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,37.06,33022.25,82.07,73133.81
CZ07/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,37.04,33005.54,82.01,73080.91
CZ08/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,32.56,25044.31,65.64,50487.82
CZ08/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,32.32,24859.30,64.88,49901.61
CZ08/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-17.8-SEER2-8.1-HSPF2/instance-out.sql,32.29,24831.43,64.77,49813.35
CZ08/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-18.7-SEER2-8.5-HSPF2/instance-out.sql,32.27,24819.84,64.72,49776.66
CZ08/SFm&1&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-19.6-SEER2-8.9-HSPF2/instance-out.sql,32.26,24810.18,64.68,49746.07
CZ08/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,38.69,34481.57,87.46,77934.99
CZ08/SFm&2&rDXHP&New&dxHP_equip/RE-dxHP_eq-pkgSEER-16.0-SEER2-8.0-HSPF2/instance-out.sql,38.14,33989.89,85.71,76378.24
