File Name,Net Site EUI (kWh/m2),Net Source EUI (kWh/m2),Total Energy/Net Site Energy (kWh),Total Energy/Net Source Energy (kWh)
CZ12/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,195444.94,3411.16,5646.75,12897.22,0.0,73945.06,0.0,1313.16,0.0,0.0,0.0,0.0,98231.58,0.0,0.0,3411.16,5646.75,0.00,0.00,59678.04,14267.02
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,204189.78,3943.78,18926.27,12897.22,0.0,73945.06,0.0,2891.33,0.0,0.0,0.0,0.0,91586.11,0.0,0.0,3943.78,18926.27,0.00,0.00,59678.04,14267.02
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,203020.74,3828.81,17872.2,12897.22,0.0,73945.06,0.0,2891.33,0.0,0.0,0.0,0.0,91586.11,0.0,0.0,3828.81,17872.20,0.00,0.00,59678.04,14267.02
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,201861.85,3746.89,16795.23,12897.22,0.0,73945.06,0.0,2891.33,0.0,0.0,0.0,0.0,91586.11,0.0,0.0,3746.89,16795.23,0.00,0.00,59678.04,14267.02
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,201420.21000000002,3711.6,16388.88,12897.22,0.0,73945.06,0.0,2891.33,0.0,0.0,0.0,0.0,91586.11,0.0,0.0,3711.60,16388.88,0.00,0.00,59678.04,14267.02
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,192259.82,4767.12,11585.52,12897.22,0.0,73945.06,0.0,2048.58,0.0,0.0,0.0,0.0,87016.31,0.0,0.0,4767.12,11585.52,0.00,0.00,59678.04,14267.02
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,191437.53,4627.94,10902.41,12897.22,0.0,73945.06,0.0,2048.58,0.0,0.0,0.0,0.0,87016.31,0.0,0.0,4627.94,10902.41,0.00,0.00,59678.04,14267.02
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,190640.41,4528.77,10204.46,12897.22,0.0,73945.06,0.0,2048.58,0.0,0.0,0.0,0.0,87016.31,0.0,0.0,4528.77,10204.46,0.00,0.00,59678.04,14267.02
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,190334.34999999998,4486.04,9941.12,12897.22,0.0,73945.06,0.0,2048.58,0.0,0.0,0.0,0.0,87016.31,0.0,0.0,4486.04,9941.12,0.00,0.00,59678.04,14267.02
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,203416.19,1175.95,36776.91,12897.22,0.0,73945.06,0.0,4572.18,0.0,0.0,0.0,0.0,74048.86,0.0,0.0,1175.95,36776.91,0.00,0.00,59678.04,14267.02
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,201327.1,1141.62,34722.15,12897.22,0.0,73945.06,0.0,4572.18,0.0,0.0,0.0,0.0,74048.86,0.0,0.0,1141.62,34722.15,0.00,0.00,59678.04,14267.02
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,199203.24,1117.16,32622.75,12897.22,0.0,73945.06,0.0,4572.18,0.0,0.0,0.0,0.0,74048.86,0.0,0.0,1117.16,32622.75,0.00,0.00,59678.04,14267.02
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,198400.58000000002,1106.62,31830.63,12897.22,0.0,73945.06,0.0,4572.18,0.0,0.0,0.0,0.0,74048.86,0.0,0.0,1106.62,31830.63,0.00,0.00,59678.04,14267.02
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,205238.07,5903.99,4509.76,12897.22,0.0,73945.06,0.0,1499.47,0.0,0.0,0.0,0.0,106482.56,0.0,0.0,5903.99,4509.76,0.00,0.00,59678.04,14267.02
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,204805.45,5731.65,4249.48,12897.22,0.0,73945.06,0.0,1499.47,0.0,0.0,0.0,0.0,106482.56,0.0,0.0,5731.65,4249.48,0.00,0.00,59678.04,14267.02
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,204416.72,5608.85,3983.55,12897.22,0.0,73945.06,0.0,1499.47,0.0,0.0,0.0,0.0,106482.56,0.0,0.0,5608.85,3983.55,0.00,0.00,59678.04,14267.02
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,204263.47999999998,5555.95,3883.21,12897.22,0.0,73945.06,0.0,1499.47,0.0,0.0,0.0,0.0,106482.56,0.0,0.0,5555.95,3883.21,0.00,0.00,59678.04,14267.02

File Name,Unmet Heating (Hours),Unmet Cooling (Hours)
CZ01/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ01/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ01/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ01/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ02/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ02/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ02/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ02/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ03/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ03/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ03/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ03/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ04/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ04/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ04/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ04/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ05/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ05/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ05/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ05/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ06/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ06/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ06/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ06/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ07/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ07/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ07/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ07/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ08/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ08/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ08/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ08/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ09/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ09/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ09/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ09/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ10/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ10/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ10/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ10/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ11/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ11/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ11/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ11/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ12/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ12/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ12/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ12/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ13/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ14/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ15/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-14.3-SEER2-7.5-HSPF2/instance-out.sql,0.00,0.00
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-16.0-SEER2-8.1-HSPF2/instance-out.sql,0.00,0.00
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-18.7-SEER2-8.7-HSPF2/instance-out.sql,0.00,0.00
CZ16/MFm&0&rDXHP&New&dxHP_equip/RE-dxHP_equip-spltSEER-20.5-SEER2-9.1-HSPF2/instance-out.sql,0.00,0.00

